"Galaxy J7 Max"
-64.8
-64.6
-64.6
-64.8
-65.2
-65.3
-66.3
-67.6
-68.1
-68.1
-68.2
-68.2
-68.3
-68.0
-68.0
-68.0
-67.8
-66.3
-65.1
-64.8
-64.9
-64.8
-64.7
-64.2
-64.5
-64.7
-64.8
-64.9
-65.1
-65.3
-65.8
-65.5
-65.2
-64.8
-65.8
-66.9
-68.5
-68.5
-68.5
-68.6
-68.9
-68.9
-68.8
-68.6
-68.8
-68.9
-68.4
-66.8
-66.0
-65.8
-65.8
-65.0
-64.2
-64.5
-64.5
-64.1
-64.2
-64.3
-65.0
-65.5
-66.6
-66.9
-67.6
-68.1
-67.8
-67.6
-67.6
-67.5
-68.1
-68.8
-68.9
-68.9
-69.0
-69.0
-68.5
-68.0
-66.7
-64.4
-62.2
-62.1
-62.9
-62.7
-62.1
-62.1
-62.1
-62.5
-63.4
-64.28571
-65.0
-66.8
-66.5
-66.5
-65.9
-67.6
-67.9
-68.0
-67.9
-69.125
-68.833336
-68.0
