"Galaxy J7 Max"
-78.2
-78.2
-78.6
-78.6
-78.2
-78.1
-78.3
-78.8
-81.6
-83.8
-81.9
-79.8
-77.6
-76.7
-76.9
-77.7
-78.3
-78.1
-78.0
-77.4
-78.3
-78.9
-79.0
-79.0
-79.0
-78.3
-78.1
-77.9
-78.1
-78.5
-78.9
-78.8
-78.1
-78.1
-78.1
-78.5
-79.5
-80.2
-78.8
-78.2
-77.6
-78.0
-77.7
-77.2
-76.4
-76.9
-77.8
-79.0
-80.2
-80.7
-80.5
-79.1
-78.5
-79.8
-79.8
-83.5
-85.5
-83.5
-79.5
-75.6
-75.1
-74.6
-75.1
-75.1
-75.3
-75.3
-74.4
-74.1
-75.5
-78.4
-81.7
-82.0
-82.0
-81.8
-79.5
-79.5
-78.5
-77.2
-79.8
-80.9
-78.1
-77.9
-80.2
-81.2
-81.2
-81.6
-80.8
-82.42857
-82.5
